COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
diclofenac	6 hr	Low	631	13.2	37.8	59.9	20.9	34.8	7.8	124.8	79	22	1	0	4	71	12.2	21.2	243	932	84	45	150	0.14	0.07	188	15	0.4	140	4.8	102	10.7	9.9	5.3	3.4	1.8	72	35	492	1
diclofenac	6 hr	Low	621	13.6	39.6	63.8	21.9	34.3	8.4	110.6	101.4	21	1	0	2	75	12.3	18.5	211	782	70	41	125	0.11	0.06	181	13	0.4	141	4.2	103	10.4	9.1	5.2	3	1.4	82	42	328	1
diclofenac	6 hr	Low	627	13.7	40	63.8	21.8	34.2	7.7	119.4	100.4	14	0	0	3	81	12	18.5	225	771	91	52	163	0.11	0.06	197	12	0.4	140	4.4	103	10.9	10.4	5.6	3.2	1.3	66	35	214	1
diclofenac	9 hr	Low	599	13	36.6	61.1	21.7	35.5	8.2	104.4	97	27	1	0	3	62	12.1	18.9	214	799	80	39	129	0.13	0.08	192	12	0.3	140	4.1	105	10	10.1	4.9	3.1	1.7	71	34	136	1
diclofenac	9 hr	Low	616	13.7	38.5	62.6	22.2	35.5	7.6	140.1	143.6	24	0	1	6	67	12.4	17.4	247	972	100	95	163	0.12	0.07	200	13	0.4	141	4.3	104	10.5	9.3	5.2	3.2	1.6	72	40	156	1
diclofenac	9 hr	Low	633	13.5	39	61.6	21.3	34.6	7.1	110.1	153.6	15	1	0	2	80	12.3	18.5	219	736	62	30	123	0.12	0.07	195	12	0.3	143	4.1	104	10.9	9.6	5.4	3.3	1.6	82	37	285	2
diclofenac	9 hr	Low	568	12.6	35.8	63.1	22.3	35.3	7.6	119.3	97.4	27	0	0	4	67	12.5	16.6	214	500	72	31	139	0.12	0.08	203	13	0.4	142	3.8	104	10.7	9.9	5.2	3.2	1.6	67	33	183	1
diclofenac	9 hr	Low	651	13.1	37.5	57.6	20.1	34.9	7.3	140.1	56.5	13	1	0	3	82	12.3	16.8	240	1018	74	36	131	0.11	0.06	211	11	0.4	142	4	104	10.4	10.7	5.4	3.4	1.7	57	28	160	1
diclofenac	24 hr	Low	581	13	37.9	65.3	22.4	34.3	7.4	102.5	137.7	18	1	1	4	75	11.7	19.7	254	683	72	102	128	0.11	0.06	212	14	0.4	141	3.9	103	10.7	7.4	5	3.1	1.6	69	31	162	1
diclofenac	24 hr	Low	589	13	36.1	61.4	22	35.9	6.7	113.3	113.6	23	1	1	3	71	11.1	21.1	259	860	78	138	160	0.11	0.06	193	16	0.4	140	4	102	11.2	7.6	5.5	3.3	1.5	57	32	222	0
diclofenac	24 hr	Low	627	13.5	39.7	63.4	21.5	34	6.4	120.7	81.3	15	1	1	4	78	11.3	19.6	259	960	78	110	141	0.11	0.06	196	11	0.4	143	4.1	106	10.7	6.9	5.7	3.5	1.6	66	35	187	1
diclofenac	24 hr	Low	611	13.6	38.6	63.3	22.2	35.1	6.6	129.4	117.2	22	1	0	3	74	11.9	18.9	214	844	55	119	125	0.11	0.05	196	15	0.4	142	4.1	103	11.2	7.9	5.8	3.6	1.6	63	34	279	1
diclofenac	24 hr	Low	596	13.1	37.6	63	21.9	34.8	6.2	146.8	122.8	12	1	1	3	82	11.3	18.5	247	1087	84	82	157	0.12	0.07	201	14	0.4	141	4	103	11.1	8.3	5.8	3.6	1.6	77	47	193	1
diclofenac	3 hr	Middle	635	14	39.6	62.3	22.1	35.4	7	117.7	95.9	15	1	0	2	80	12.3	19.4	225	1009	79	61	139	0.12	0.07	239	11	0.4	143	4	104	10.5	9.8	5.5	3.5	1.8	75	40	176	1
diclofenac	3 hr	Middle	618	14.2	39.3	63.6	23	36.2	7.6	109.1	100.9	19	1	1	4	75	12	18	214	1264	56	65	114	0.12	0.07	183	13	0.4	141	4	103	11.1	9.1	5.4	3.4	1.7	81	33	241	1
diclofenac	3 hr	Middle	642	14.9	42.1	65.5	23.1	35.3	7.4	117.7	83.4	16	1	1	3	79	11.7	17.6	250	988	72	94	139	0.11	0.06	204	12	0.4	142	4	104	11.1	9.3	5.7	3.4	1.5	77	51	193	1
diclofenac	3 hr	Middle	592	13.6	38	64.2	23	35.8	8.2	121.2	161.4	12	1	0	2	84	11.9	19.2	209	1016	64	54	125	0.1	0.07	209	13	0.4	140	3.9	102	10.5	9.6	5.5	3.3	1.5	74	36	257	1
diclofenac	3 hr	Middle	631	13.3	37.7	59.7	21	35.2	7	108.8	125.7	14	0	0	4	77	11.5	18.7	264	673	86	23	130	0.13	0.08	220	9	0.5	140	4.1	102	10.6	9.1	5.5	3.3	1.5	68	38	288	1
diclofenac	6 hr	Middle	616	13.7	39.2	63.7	22.2	34.9	7.6	121.9	134.6	34	1	0	3	59	12.2	18.4	214	923	70	89	125	0.11	0.07	180	14	0.4	141	4.6	105	10.4	8.7	5.5	3.1	1.3	78	43	224	0
diclofenac	6 hr	Middle	622	13.2	38.1	61.2	21.2	34.7	6.4	109.6	105.8	27	0	0	5	65	12	17.6	237	753	79	125	159	0.16	0.1	177	12	0.4	141	4.5	104	10.8	9	5.4	3.3	1.6	115	46	388	1
diclofenac	6 hr	Middle	663	13.7	40	60.3	20.7	34.3	6.6	106.3	124.5	39	0	1	6	53	12.1	19.1	240	800	89	93	171	0.14	0.08	181	9	0.4	140	4.1	100	10.8	9.7	5.6	3.4	1.5	77	41	212	1
diclofenac	6 hr	Middle	602	13.2	38.3	63.6	22	34.6	7.4	121.3	101.6	21	1	0	2	75	12.7	17	219	1232	62	41	118	0.12	0.08	192	15	0.4	142	3.9	103	10.2	9.5	5.3	3.1	1.4	81	39	241	1
diclofenac	6 hr	Middle	615	13.8	39.7	64.6	22.5	34.8	8.8	109.7	81.4	21	1	1	3	73	12.2	17.5	228	1020	67	63	131	0.12	0.07	199	12	0.4	140	4.2	102	10.7	9.6	5.5	3.3	1.5	72	37	254	1
diclofenac	9 hr	Middle	618	13.7	39	63.1	22.2	35.2	7.4	116.8	128.1	37	0	0	4	57	12.7	18.1	206	665	60	69	114	0.11	0.06	194	18	0.4	142	4.3	106	10.5	8.9	5	3	1.5	74	41	216	1
diclofenac	9 hr	Middle	633	14.1	40.3	63.7	22.2	34.9	7.8	138.2	143.3	37	0	0	7	53	12.6	17.6	222	771	56	40	102	0.11	0.07	210	15	0.4	140	4.7	102	10.7	10.6	4.9	3.1	1.7	61	32	151	2
diclofenac	9 hr	Middle	613	12.9	37.2	60.6	21.1	34.7	8.3	113	134.4	32	1	0	4	62	12.3	16.1	211	497	82	61	144	0.12	0.07	223	15	0.4	140	4.8	103	10.1	9.7	5	3	1.5	61	39	129	1
diclofenac	9 hr	Middle	622	13.3	38.1	61.2	21.3	34.9	7.3	120.8	73.5	19	1	0	3	75	12.5	18.2	214	814	74	28	132	0.13	0.08	192	10	0.4	142	3.7	105	10.6	9.9	5.5	3.3	1.5	82	41	284	2
diclofenac	9 hr	Middle	599	13.1	38.4	64.1	21.9	34.1	7.3	114.1	125.1	36	0	0	4	57	12.3	17.7	231	1040	68	37	123	0.13	0.07	224	19	0.5	138	4.8	102	10.7	10.2	5.3	3.3	1.6	60	33	198	1
diclofenac	24 hr	Middle	630	12.7	37.6	59.7	20.1	33.7	6	113.2	112.6	30	1	1	4	64	11.7	20.7	250	1152	55	69	117	0.11	0.06	230	14	0.5	139	4	101	10.5	7.1	5.4	3.2	1.5	65	36	167	1
diclofenac	24 hr	Middle	653	13.4	39.1	59.8	20.5	34.3	6.3	123	95.8	21	1	1	3	73	11.5	20.1	240	1095	69	204	160	0.11	0.06	205	15	0.4	140	4.5	101	10.8	7.4	5.7	3.4	1.5	61	26	335	1
diclofenac	24 hr	Middle	458	9.9	29.9	65.3	21.7	33.2	9.6	89.6	159.8	25	0	0	2	71	11.5	21.1	296	454	79	57	125	0.1	0.06	227	13	0.4	141	4.9	104	10	8.1	4.1	2.3	1.3	61	25	138	1
diclofenac	24 hr	Middle	517	11.3	32.9	63.8	21.9	34.3	7	107.2	150.7	33	0	0	3	62	11.7	19	343	1067	72	126	135	0.1	0.05	185	13	0.4	143	4.4	107	10.8	6.1	5.1	3.1	1.5	58	29	181	1
diclofenac	24 hr	Middle	619	13.2	37.7	60.9	21.3	35	6.5	128.6	115.1	22	1	0	3	73	11.4	18.7	274	1382	77	89	149	0.1	0.05	202	14	0.4	142	4.1	104	10.6	9.1	5.4	3.2	1.5	77	41	197	1
diclofenac	3 hr	High	603	14	40	66.3	23.3	35.1	7.6	113.6	91.4	12	1	1	2	84	11.5	19.9	206	1083	73	60	138	0.14	0.08	210	12	0.4	143	3.8	104	10.7	10.1	5.7	3.7	1.9	74	36	202	1
diclofenac	3 hr	High	593	12.7	36.2	61.1	21.4	35.1	8.5	123.7	64.6	15	1	0	3	80	11.4	19.2	250	936	71	72	131	0.12	0.08	220	12	0.4	141	4.2	103	10.5	9.6	5.7	3.2	1.3	66	36	199	1
diclofenac	3 hr	High	614	13.4	37.7	61.4	21.9	35.6	7.7	115.5	118	21	0	0	4	71	11.9	16.4	214	793	67	48	116	0.13	0.07	193	11	0.4	141	3.9	104	10.6	9.1	5.3	3.3	1.6	77	45	169	1
diclofenac	3 hr	High	605	13.7	38.7	63.9	22.5	35.3	8.1	104.5	114.1	14	0	0	3	80	12.3	17.9	206	1232	65	31	106	0.14	0.1	190	11	0.4	142	4.4	105	10.6	9.5	5.3	3.2	1.5	71	37	208	1
diclofenac	3 hr	High	614	13.1	38	61.9	21.4	34.5	7.7	128.1	116.4	11	1	0	3	83	11.8	17.8	219	869	69	47	123	0.13	0.08	214	13	0.5	142	4.1	102	11.1	9.8	5.5	3.5	1.8	64	32	274	1
diclofenac	6 hr	High	608	13.9	38.5	63.4	22.8	36	7.2	152.3	97.1	16	1	1	3	78	12.1	22.3	225	834	77	40	122	0.15	0.1	189	13	0.4	141	4	105	10.4	9.4	5.4	3.3	1.6	65	28	188	1
diclofenac	6 hr	High	649	13.8	40.2	61.9	21.2	34.3	8.1	124.1	147.9	40	0	0	4	52	12.3	18.2	206	790	72	114	146	0.15	0.08	191	16	0.4	141	4.2	102	10.1	9	5.1	3	1.4	72	34	213	1
diclofenac	6 hr	High	653	13.4	38.6	59.2	20.6	34.8	8.7	129.9	120.1	32	0	1	6	60	12.6	18.1	231	797	76	40	130	0.16	0.1	176	13	0.4	139	4.9	101	10.5	9.4	5.3	3.3	1.6	74	44	268	1
diclofenac	6 hr	High	637	13.3	38.6	60.6	20.9	34.4	7.5	138.4	144.4	28	0	0	4	65	12.4	17.9	254	1167	79	30	132	0.15	0.09	203	12	0.5	140	4	103	10.3	9.7	5.5	3.2	1.4	76	42	181	1
diclofenac	6 hr	High	639	13.8	39.7	62.1	21.5	34.7	6.9	101.7	103.1	23	0	0	3	70	12.5	17.1	216	893	49	34	104	0.15	0.1	199	12	0.4	140	4.3	104	10	9.5	5	3.2	1.8	84	37	313	1
diclofenac	9 hr	High	614	13.3	37.5	61.1	21.6	35.4	7.5	120.9	105.9	32	0	0	4	63	12.7	19.4	214	963	54	36	97	0.13	0.08	188	19	0.4	142	4.7	104	10.6	10.4	5.3	3.2	1.5	71	34	237	1
diclofenac	9 hr	High	616	12.8	36.7	59.5	20.7	34.9	6.7	125.7	99.2	13	0	0	3	82	12.5	17.8	211	777	74	66	137	0.13	0.07	182	17	0.4	140	4.1	103	10.6	9.4	5	3.1	1.6	64	35	174	2
diclofenac	9 hr	High	619	12.8	36.7	59.3	20.6	34.8	7	117.2	102.4	51	0	0	5	41	12.8	18	206	756	64	16	102	0.11	0.06	191	20	0.4	138	4.3	101	9.4	9.5	4.3	2.6	1.5	64	30	146	1
diclofenac	9 hr	High	603	13.2	37.9	62.8	21.9	34.8	7.3	96.5	114.2	43	0	0	5	49	13.2	17.8	250	699	63	15	110	0.13	0.08	181	16	0.3	142	4.1	105	10.5	10	4.9	2.9	1.5	63	24	115	1
diclofenac	9 hr	High	636	13.6	38.9	61.3	21.4	34.9	7.7	104.7	149.1	50	0	0	5	43	12.9	17.5	240	833	60	24	118	0.14	0.08	202	11	0.4	142	4.2	104	10.3	9.9	5.2	3.1	1.5	65	37	281	1
diclofenac	24 hr	High	262	5.9	17.3	66.2	22.4	33.8	13.3	53.7	80.5	30	0	0	3	61	11.6	25.4	335	301	56	179	109	0.1	0.05	173	21	0.3	140	3.9	102	9	9.5	3.3	1.7	1.1	52	28	97	1
diclofenac	24 hr	High	260	5.1	15.8	60.7	19.8	32.6	12	58.1	149.3	23	0	0	2	74	11.6	23.9	335	377	56	133	94	0.11	0.06	163	28	0.4	141	4.5	105	8.6	11.2	3.1	1.6	1.1	44	26	89	1
diclofenac	24 hr	High	549	12.3	34.8	63.4	22.5	35.5	6	108.9	130.1	29	0	1	6	60	11.8	18.6	358	689	62	134	138	0.11	0.07	194	13	0.4	141	4	102	10.2	7.7	4.6	2.4	1.1	61	39	222	1
diclofenac	24 hr	High	283	5.6	17.1	60.5	19.7	32.6	11.4	53.5	133	33	1	0	3	62	12.4	23.6	314	280	66	290	133	0.11	0.05	195	27	0.4	140	4.3	104	9.3	9.2	3.2	1.8	1.3	38	23	75	1
diclofenac	24 hr	High	293	6	18.7	63.7	20.4	32	11.7	63.5	168.4	26	0	0	2	69	11.4	24	308	335	64	180	117	0.1	0.05	175	45	0.3	140	5.3	106	9	12.1	3.3	1.6	0.9	44	28	87	1
indomethacin	3 hr	control	626	13.1	39.2	62.6	20.9	33.4	10.8	130.7	85.2	12	1	0	9	78	13	16.8	221	1661	79	70	140	0.29	0.02	199	14	0.5	139	4.9	104	10.6	10.1	6.4	3.8	1.5	75	37	126	1
indomethacin	3 hr	control	668	14.4	43.9	65.7	21.5	32.7	8.9	102	137	10	0	0	14	76	12.2	16.9	226	1359	81	65	147	0.13	0	194	11	0.5	138	4.9	104	10.9	10.5	6.3	4	1.7	78	41	116	1
indomethacin	3 hr	control	628	13.9	41.9	66.8	22.2	33.2	8.8	96.7	112	8	1	0	11	81	12.9	15.8	172	1452	69	64	123	0.27	0.03	212	15	0.5	138	5.9	107	10.7	10	5.9	3.7	1.7	66	38	83	1
indomethacin	3 hr	control	556	12.7	37.7	67.7	22.8	33.7	11	101.8	81.3	10	0	0	8	82	13	19	195	784	58	38	106	0.33	0.01	186	10	0.6	138	4.4	107	10.1	9.1	5.9	3.6	1.6	67	37	105	1
indomethacin	3 hr	control	616	13.7	41.4	67.2	22.3	33.1	11.6	113.9	127	8	1	0	9	83	12.7	15.7	194	701	87	44	131	0.28	0	181	11	0.5	136	5.3	106	10.8	10.1	5.9	3.7	1.7	62	42	94	2
indomethacin	6 hr	control	646	13.8	41.7	64.5	21.4	33.2	8.7	104.7	91.7	5	0	0	7	87	13.2	17.6	210	1153	66	51	119	0.12	0.02	197	12	0.5	136	5	104	10.5	9	6	3.8	1.7	66	37	90	3
indomethacin	6 hr	control	601	14.1	41.6	69.2	23.4	33.8	9.9	99.5	160	15	1	0	9	76	12.4	17.1	227	817	79	44	128	0.34	0.02	208	15	0.6	137	4.6	105	10.4	9.2	6.4	4	1.7	63	37	77	2
indomethacin	6 hr	control	599	13	39.8	66.4	21.8	32.7	10.6	104.2	95.2	20	1	0	3	77	12.5	18.1	193	1005	65	43	122	0.37	0.04	185	11	0.5	137	5.1	106	9.9	10	5.7	3.7	1.9	69	34	70	1
indomethacin	6 hr	control	670	13.9	42.7	63.7	20.7	32.4	8.4	108.2	86.2	20	1	0	8	71	12.5	17.4	212	1354	74	35	122	0.23	0.04	203	12	0.5	138	4.6	107	10.2	10.4	6.3	3.9	1.6	74	33	73	1
indomethacin	6 hr	control	581	13	39.1	67.2	22.4	33.3	9	106.8	124	11	1	0	7	80	12.8	17.4	204	1178	62	22	105	0.34	0.04	173	8	0.4	138	4.6	108	9.5	10.3	5.8	3.7	1.8	70	30	76	2
indomethacin	9 hr	control	584	13.3	39.9	68.3	22.8	33.4	11.2	106.5	188	7	0	0	6	87	12.6	17.2	201	731	78	29	128	0.58	0.02	179	14	0.5	138	5.2	108	10.1	10.1	5.5	3.6	1.9	71	32	126	1
indomethacin	9 hr	control	631	13.6	41	65	21.6	33.2	9.6	92.4	122	8	0	0	8	83	11.8	16.8	194	1401	81	58	140	0.49	0	217	14	0.5	137	4.8	107	10.7	9.7	5.5	4	2.7	83	42	110	2
indomethacin	9 hr	control	570	12.7	38.2	67	22.2	33.1	11.7	103.5	98.1	11	1	0	10	78	12.5	14.8	226	724	79	70	142	0.54	0.08	205	14	0.6	139	5.5	108	10.5	10	5.4	3.9	2.6	60	27	97	2
indomethacin	9 hr	control	658	13.8	41.6	63.2	20.9	33.1	9.1	95.8	91.5	17	0	0	1	81	12.6	17.7	227	867	91	29	142	0.53	0.04	166	7	0.5	138	4.6	107	9.9	10.1	5.4	3.9	2.6	66	36	75	2
indomethacin	9 hr	control	607	12.8	39.1	64.3	21.1	32.9	9.4	105.6	106	8	1	0	7	85	12.9	17.1	208	784	76	31	136	0.52	0.07	188	13	0.4	138	5.3	105	10	11.4	5.4	3.9	2.6	64	32	86	3
indomethacin	24 hr	control	613	13.2	39.9	65.1	21.6	33.2	9.5	110.4	153	11	1	0	10	77	11.9	16.8	221	1025	94	79	167	0.16	0	175	20	0.5	139	7.4	101	10.8	9.6	6.1	4.1	2.1	68	41	108	1
indomethacin	24 hr	control	642	13.7	41	63.8	21.3	33.4	8.2	104.3	88.2	7	1	0	2	90	12	15.5	218	1049	79	117	154	0.33	0.01	182	19	0.5	138	5.6	104	10.3	7.6	5.8	4	2.2	65	33	106	1
indomethacin	24 hr	control	593	13.5	40.5	68.3	22.8	33.4	9.1	95.1	99.1	12	1	0	20	67	12	17.1	211	928	85	84	153	0.19	0	206	16	0.6	138	5	108	10.4	8.4	5.9	4	2.1	69	36	90	1
indomethacin	24 hr	control	663	13.8	43	64.9	20.8	32.1	9.2	109	100	11	1	0	10	78	12.6	17.1	230	1233	74	77	136	0.31	0	184	19	0.5	139	5.5	107	10.3	8.5	6.1	4	1.9	73	55	102	2
indomethacin	24 hr	control	626	13.4	40.9	65.4	21.4	32.8	9.6	58.3	92.2	6	1	0	10	83	12.2	17.2	212	1313	84	63	156	0.25	0.04	180	16	0.6	140	5	105	10.8	9.8	5.7	4	2.4	65	33	124	1
indomethacin	3 hr	Low	633	13.6	40.8	64.5	21.5	33.2	8.5	106.1	102	8	0	0	2	89	12.5	17.7	216	784	71	37	125	0.26	0	181	15	0.4	138	4.9	106	10.6	7.9	6.1	3.8	1.7	66	33	96	2
indomethacin	3 hr	Low	581	13.2	39.3	67.6	22.7	33.5	10.9	103.5	88.7	10	1	0	10	80	12.6	17.9	212	1158	67	37	120	0.3	0.05	207	12	0.5	140	4.4	108	10.6	9.6	6.1	3.9	1.8	73	39	99	1
indomethacin	3 hr	Low	607	13.4	40.5	66.8	22	33	8	106.3	91.9	10	1	0	6	84	12.2	17.2	234	1645	61	51	118	0.38	0.01	180	11	0.5	137	5.3	106	10.1	8.8	6.1	3.9	1.8	71	39	118	3
indomethacin	3 hr	Low	620	13	39.5	63.8	20.9	32.8	9.6	104.8	83.7	11	1	0	14	74	12.5	16	225	909	85	50	137	0.29	0	187	12	0.4	136	4.7	105	10.6	9.3	6.2	3.8	1.6	63	35	91	1
indomethacin	3 hr	Low	609	13.3	40.1	65.8	21.8	33.1	10.9	76.6	111	10	0	0	11	79	12	17.2	225	816	94	34	152	0.3	0.03	184	9	0.5	136	4.5	103	10.8	9.6	6.2	3.7	1.5	70	41	96	1
indomethacin	6 hr	Low	609	14	41.6	68.3	22.9	33.5	10.9	104.8	128	10	0	0	9	80	12.2	17.4	212	1526	81	57	138	0.16	0	188	12	0.5	137	5.4	105	10.6	9.6	6.1	3.7	1.5	89	49	99	1
indomethacin	6 hr	Low	607	13.7	41.3	68.1	22.5	33.1	8.8	101.3	108	11	0	0	8	80	12.9	17	211	1494	67	73	118	0.35	0	189	13	0.5	137	5.2	106	10.3	8.4	6	4	2	66	34	76	1
indomethacin	6 hr	Low	663	13.9	42.1	63.5	20.9	33	9.2	117.4	66.4	15	1	0	11	73	11.9	17.4	215	926	94	63	149	0.35	0.04	205	9	0.4	137	5.1	107	10.1	8.6	6	3.9	1.9	75	41	90	1
indomethacin	6 hr	Low	613	13.3	39.9	65.1	21.6	33.2	9.8	106.7	113	14	1	0	10	76	12.6	13.7	201	968	61	35	104	0.34	0.03	185	13	0.5	137	4.9	105	10.1	10.4	5.9	3.6	1.6	64	27	83	2
indomethacin	6 hr	Low	624	13.2	40.6	65.1	21.2	32.5	8.3	91.9	99.1	8	1	0	7	85	13	18.1	214	1178	76	38	123	0.35	0.03	190	8	0.5	136	4.8	105	10.1	10	6.1	3.8	1.7	59	28	70	2
indomethacin	9 hr	Low	571	13.3	39.4	69.1	23.4	33.8	12.4	123.8	181	11	1	0	8	80	12.4	17.4	217	623	85	61	143	0.31	0.03	190	8	0.5	137	4.9	106	10.1	9.7	5.6	3.8	2.1	64	40	90	2
indomethacin	9 hr	Low	622	13.4	40.4	65	21.6	33.2	10.3	101.1	127	10	1	0	5	84	13	17.2	209	809	110	27	165	0.4	0	171	9	0.4	136	5.2	106	10.1	9.7	5.3	3.8	2.5	61	30	65	1
indomethacin	9 hr	Low	598	13	39.1	65.4	21.7	33.3	9.4	94.5	110	6	0	0	9	85	12.6	15.2	207	1204	72	63	134	0.48	0.03	189	11	0.5	137	5.7	108	9.9	10.4	5.2	3.8	2.7	69	40	108	1
indomethacin	9 hr	Low	589	12.3	37.3	63.3	21	33.1	9.9	114.1	144	12	1	0	7	81	12.7	16.1	206	887	82	40	137	0.53	0.02	197	11	0.5	138	4.9	106	10.2	10	5.4	4.2	3.5	62	31	63	2
indomethacin	9 hr	Low	630	13.6	40.9	64.9	21.5	33.2	9	77.2	143	7	1	0	4	88	12.5	16.6	226	1052	80	35	129	0.61	0.28	190	14	0.5	139	5	108	9.8	10.4	5	3.5	2.3	85	37	138	1
indomethacin	24 hr	Low	634	14.5	43.5	68.6	22.9	33.4	9.6	114.7	132	10	0	0	8	81	11.7	16.1	216	852	98	47	164	0.22	0	210	16	0.5	137	5.1	104	10.5	8.9	5.9	4	2.1	72	54	101	1
indomethacin	24 hr	Low	654	13.7	41.2	63.1	20.9	33.1	7.2	98.2	120	8	1	0	8	83	12.2	16.9	207	1264	91	81	160	0.26	0	228	18	0.5	138	4.9	107	10	8.4	5.7	3.9	2.2	75	42	84	1
indomethacin	24 hr	Low	633	13.6	41.5	65.6	21.4	32.7	9.2	113.4	105	22	1	0	9	68	12.5	18	208	1213	67	63	115	0.31	0.03	212	19	0.6	139	5.3	105	10.3	7.9	5.8	4.1	2.4	68	37	83	1
indomethacin	24 hr	Low	581	12.7	37.5	64.7	21.9	33.9	9.4	123.8	114	9	1	0	7	83	12.6	16.5	171	1027	99	100	171	0.37	0.02	179	15	0.5	139	5	105	10.3	8.3	5.5	3.8	2.2	71	36	73	1
indomethacin	24 hr	Low	602	13.2	39.8	66.1	21.8	33	9.5	111.4	120	8	1	0	12	80	12.4	16.5	189	1350	87	69	154	0.36	0.03	184	15	0.6	139	5	105	10.6	9.7	5.6	3.8	2.1	69	37	84	1
indomethacin	3 hr	Middle	594	13.4	40.2	67.7	22.6	33.4	11.2	98.8	92.5	11	0	0	13	76	12.7	17.2	216	1204	70	42	124	0.34	0.1	185	14	0.5	138	5	106	10.5	9.4	5.9	3.7	1.7	75	45	102	1
indomethacin	3 hr	Middle	613	13.4	40.4	66	21.9	33.2	11.1	106.5	107	8	1	0	9	83	12.3	16.9	215	1371	79	67	147	0.4	0.03	191	12	0.4	139	4.5	106	10.5	9.4	6.2	3.7	1.5	75	41	96	1
indomethacin	3 hr	Middle	630	14	42.6	67.5	22.3	33	10.6	124.7	81.2	10	1	0	9	80	12.8	16.3	201	1292	67	27	109	0.3	0.04	182	9	0.4	136	5.2	107	10.2	10.2	5.9	3.7	1.7	73	36	91	1
indomethacin	3 hr	Middle	571	12.8	37.6	65.7	22.4	34	9.1	105.8	122	17	1	0	5	78	12.4	17.2	242	1090	80	44	134	0.29	0.06	184	9	0.3	137	4.7	103	10.4	10.4	6.1	3.8	1.7	72	39	108	2
indomethacin	3 hr	Middle	639	13.8	40.9	64.1	21.6	33.7	9.6	112.5	94	11	1	0	4	84	12.8	17.2	201	836	65	20	111	0.43	0.05	184	9	0.5	137	4.8	107	9.9	10.5	6	3.5	1.4	77	38	100	1
indomethacin	6 hr	Middle	602	13.5	40.7	67.7	22.4	33	9.9	108.9	94.5	8	0	0	10	82	12.2	16.6	207	784	76	49	130	0.32	0	203	14	0.4	138	4.8	107	10.4	8.8	6.1	4	1.9	68	36	89	3
indomethacin	6 hr	Middle	630	13.6	41	65.1	21.7	33.3	9.8	113.4	95.6	8	1	0	8	83	12.8	17.5	198	1381	67	39	108	0.32	0.01	177	9	0.6	137	5	108	10	9.5	5.8	3.8	1.9	89	44	102	2
indomethacin	6 hr	Middle	577	12.5	37.4	64.9	21.6	33.4	9.9	114.9	69.2	21	1	0	9	69	11.9	16.6	214	1245	80	61	133	0.38	0.06	182	9	0.5	138	5.1	108	9.8	8.2	5.7	3.6	1.7	67	34	87	2
indomethacin	6 hr	Middle	641	13.3	40	62.5	20.7	33.2	9.7	101.1	68.5	15	1	0	2	83	12.8	17	214	565	72	23	114	0.37	0.05	191	10	0.5	138	4.9	107	10.2	9.6	6	3.8	1.7	79	33	80	1
indomethacin	6 hr	Middle	639	13.7	41.7	65.2	21.5	32.9	8.5	95	95	8	1	0	3	89	12.8	17.5	201	820	72	21	119	0.13	0.06	189	11	0.5	136	4.8	105	9.9	9.5	5.9	3.9	2	72	37	99	3
indomethacin	9 hr	Middle	592	13.3	39.8	67.2	22.5	33.4	9.5	113.6	135	14	0	0	9	77	12.8	16.7	206	1169	63	53	116	0.54	0	199	12	0.4	137	5.2	106	10.1	10.3	5.1	3.7	2.6	74	37	98	1
indomethacin	9 hr	Middle	604	12.7	38.4	63.5	21.1	33.2	8.4	111.3	110	7	1	0	4	89	12.5	16.6	216	964	61	38	112	0.55	0.04	194	14	0.5	139	5.1	107	10.4	10.8	5.3	3.8	2.5	63	35	70	2
indomethacin	9 hr	Middle	624	13.5	40.8	65.4	21.6	33	9.4	112.4	130	11	1	0	8	80	12.3	16.8	206	583	67	27	117	0.51	0	189	15	0.5	136	5	106	10.2	10.1	5.5	3.9	2.4	63	35	86	1
indomethacin	9 hr	Middle	598	13.2	40.5	67.7	22.1	32.7	11.5	101.9	129	20	1	0	12	67	12.1	16	207	852	95	23	150	0.46	0.01	200	12	0.4	138	4.9	107	10.1	10.5	5.3	3.9	2.8	67	36	73	1
indomethacin	9 hr	Middle	593	12.9	39.6	66.7	21.8	32.7	9.6	102.1	67.5	7	0	0	8	85	12.5	16.7	215	1152	75	36	134	0.54	0	216	18	0.5	141	4.7	108	10.1	11	5.4	4.1	3.2	61	33	77	4
indomethacin	24 hr	Middle	631	13.2	39.9	63.3	21	33.1	7.6	84.3	107	7	0	0	8	85	12.3	17.8	208	1148	66	59	115	0.27	0	198	17	0.5	137	5.4	105	10	7.5	5.5	3.8	2.2	70	31	83	1
